movie_id###title###budget###homepage###overview###popularity###release_date###revenue###runtime###movie_status###tagline###vote_average###vote_count;;;;;;;
242###The Godfather: Part III###54000000###http://www.imdb.com/title/tt0099674/###In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.###59.194915###1990-12-24###136766062###162###Released###All the power on earth can't change destiny.###7.1###1546;;;;;;;
243###High Fidelity###30000000######When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.###23.982956###2000-03-17###47126295###113###Released###A comedy about fear of commitment, hating your job, falling in love and other pop favorites.###7.0###628;;;;;;;
245###About a Boy###27000000###http://movies.uip.de/aboutaboy/###Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite.###28.227984###2002-04-26###129000000###101###Released###One ordinary couple. One little white lie.###6.6###607;;;;;;;
248###Pocketful of Miracles###2900000######Damon Runyon's fairytale, sweet and funny, is told by director Frank Capra. Boozy, brassy Apple Annie, a beggar with a basket of apples, is as much as part of downtown New York as old Broadway itself. Bootlegger Dave the Dude is a sucker for her apples --- he thinks they bring him luck. But Dave and girlfriend Queenie Martin need a lot more than luck when it turns out that Annie is in a jam and only they can help: Annie's daughter Louise, who has lived all her life in a Spanish convent, is coming to America with a Count and his son. The count's son wants to marry Louise, who thinks her mother is part of New York society. It's up to Dave and Queenie and their Runyonesque cronies to turn Annie into a lady and convince the Count and his son that they are hobnobbing with New York's elite.###3.370225###1961-12-18###5000000###136###Released###You have to see it to believe it!###7.3###25;;;;;;;
251###Ghost###22000000######Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.###41.967005###1990-07-12###505000000###127###Released###A love that will last forever.###6.9###1339;;;;;;;
252###Willy Wonka & the Chocolate Factory###3000000######Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?###23.981601###1971-06-29###4000000###100###Released###It's Scrumdiddlyumptious!###7.4###798;;;;;;;
253###Live and Let Die###7000000###http://www.mgm.com/view/movie/1130/Live-and-Let-Die/###James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.###30.465138###1973-07-05###161777836###121###Released###Roger Moore is James Bond.###6.4###533;;;;;;;
254###King Kong###207000000######In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.###61.22601###2005-12-14###550000000###187###Released###The eighth wonder of the world.###6.6###2337;;;;;;;
257###Oliver Twist###50000000###http://www.olivertwistthemovie.co.uk/###Oliver Twist the modern filmed version of Charles Dickens bestseller, a Roman Polanski adaptation. The classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.###20.415572###2005-09-23###42093706###130###Released######6.7###274;;;;;;;
261###Cat on a Hot Tin Roof###3000000######Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.###16.553594###1958-02-17###17570324###108###Released###Just one pillow on her bed ... and just one desire in her heart!###7.6###165;;;;;;;
268###Batman###35000000######The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.###44.104469###1989-06-23###411348924###126###Released###Have you ever danced with the devil in the pale moonlight?###7.0###2096;;;;;;;
272###Batman Begins###150000000###http://www2.warnerbros.com/batmanbegins/index.html###Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.###115.040024###2005-06-10###374218673###140###Released###Evil fears the knight.###7.5###7359;;;;;;;
274###The Silence of the Lambs###19000000######FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.###18.174804###1991-02-01###272742922###119###Released###To enter the mind of a killer she must challenge the mind of a madman.###8.1###4443;;;;;;;
277###Underworld###22000000###http://www.sonypictures.com/movies/underworld/site/main.html###Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.###81.829237###2003-09-19###95708457###121###Released###Underworld###6.6###2512;;;;;;;
278###The Shawshank Redemption###25000000######Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.###136.747729###1994-09-23###28341469###142###Released###Fear can hold you prisoner. Hope can set you free.###8.5###8205;;;;;;;
279###Amadeus###18000000######The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri – now confined to an insane asylum.###31.82675###1984-10-26###51973029###160###Released###...Everything you've heard is true###7.8###1076;;;;;;;
280###Terminator 2: Judgment Day###100000000######Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.###101.74155###1991-07-01###520000000###137###Released###It's nothing personal.###7.7###4185;;;;;;;
284###The Apartment###3000000######Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.###22.889294###1960-06-15###25000000###125###Released###Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!###8.1###483;;;;;;;
285###Pirates of the Caribbean: At World's End###300000000###http://disney.go.com/disneypictures/pirates/###Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.###139.082615###2007-05-19###961000000###169###Released###At the end of the world, the adventure begins.###6.9###4500;;;;;;;
288###High Noon###730000######High Noon is about a recently freed leader of a gang of bandits in the desert who is looking to get revenge on the Sheriff who put him in jail. A legendary western film from the Austrian director Fred Zinnemann.###18.644023###1952-03-27###8000000###85###Released###The story of a man who was too proud to run.###7.6###334;;;;;;;
289###Casablanca###878000######In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.###43.729123###1942-11-26###10462500###102###Released###They had a date with fate in Casablanca!###7.9###1422;;;;;;;
291###Riding Giants###2600000###http://www.sonyclassics.com/ridinggiants/###Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.###0.895946###2004-07-09###3166000###105###Released######7.6###23;;;;;;;
292###Dave Chappelle's Block Party###3000000###http://www.chappellesblockparty.com/home.html###The American comedian/actor delivers a story about the alternative Hip Hop scene. A small town Ohio man’s moves to Brooklyn, New York, to throw an unprecedented block party. Filmed with inspiration from the 1973 documentary Wattstax.###1.697846###2005-09-12###11718595###100###Released######6.4###28;;;;;;;
296###Terminator 3: Rise of the Machines###200000000######It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.###69.405188###2003-07-02###435000000###109###Released###The Machines Will Rise.###5.9###2143;;;;;;;
297###Meet Joe Black###90000000###http://www.meetjoeblack.com/###When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a vacation among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.###36.069611###1998-11-12###142940100###178###Released###Sooner or later everyone does.###6.9###1147;;;;;;;
298###Ocean's Thirteen###85000000###http://oceans13.warnerbros.com/###Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.###42.069993###2007-06-07###311312624###122###Released###What are the odds of getting even? 13 to one.###6.5###1999;;;;;;;
302###Swimming Pool###7800000###http://www.marsdistribution.com/xml/flash.html?cfilm=46022###In the middle of this amusing thriller is a relationship between two different types of females, one is a well know British author and the other is a sex-crazed French teen. The two get into some relationship trouble while living together in this film of psychological imagery and an erotic exploration of the female body.###11.000654###2003-05-18###22441323###102###Released###On the surface, all is calm###6.4###153;;;;;;;
306###Beverly Hills Cop III###50000000######Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.###20.333953###1994-05-24###119208989###104###Released######5.5###434;;;;;;;
309###Festen###1300000###http://nimbusfilm.dk/film/festen/?lang=en###A grandiose party to celebrate a sixtieth birthday unleashes a family drama with all the lies that conceal horrendous secrets. The eldest son, Christian, stages a showdown with the popular pater familias; his provocative, moving after-dinner speech dislodges all the masks, which finally fall completely as the father-son conflict intensifies and the bewildered guests look on.###10.240917###1998-05-20###0###105###Released######7.7###207;;;;;;
310###Bruce Almighty###80000000###http://www.brucealmighty.com/###Bruce Nolan toils as a human interest television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.###109.684788###2003-05-23###484572835###101###Released###In Bruce we trust###6.4###3012;;;;;;;
311###Once Upon a Time in America###30000000######A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.###49.336397###1984-02-16###0###229###Released###Crime, passion and lust for power - Sergio Leone's explosive saga of gangland America.###8.2###1069;;;;;;;
314###Catwoman###100000000######Liquidated after discovering a corporate conspiracy, mild-mannered graphic artist Patience Phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat -- and she's eager to use her new skills ... as a vigilante. Before you can say cat and mouse, handsome gumshoe Tom Lone is on her tail.###32.271938###2004-07-22###82102379###104###Released###CATch her in IMAX###4.2###808;;;;;;;
319###True Romance###12500000######Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.###35.268557###1993-09-09###12281551###120###Released###Stealing, Cheating, Killing. Who said romance was dead?###7.5###749;;;;;;;
320###Insomnia###46000000######Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.###41.322708###2002-05-24###113714830###118###Released###A tough cop. A brilliant killer. An unspeakable crime.###6.8###1148;;;;;;;
321###Mambo Italiano###4361898###http://mamboitaliano.ca/###A sweet comic film about an Italian man who comes out of the closet and the affect it has on his life and his crazy family. A family movie about the stereotypes of homosexuals and Italians – called by critics the gay My Big Fat Greek Wedding.###2.080741###2003-06-06###3031801###92###Released###Things change. Family doesn't.###5.6###28;;;;;;;
322###Mystic River###25000000######A story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present.###31.242999###2003-10-07###156822020###138###Released###We bury our sins, we wash them clean.###7.6###1422;;;;;;;
326###Snakes on a Plane###33000000######America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.###19.642328###2006-08-06###62022014###105###Released###At 30,000 feet, snakes aren't the deadliest thing on this plane.###5.1###497;;;;;;;
327###Brother###12000000###http://www.office-kitano.co.jp/brother/index.html###A Japanese Yakuza gangster’s deadly existence in his homeland gets him exiled to Los Angeles, California, where he is taken in by his little brother and his brother’s gang. This is the first English film by Takeshi Kitano.###5.327714###2000-09-09###15250000###114###Released###Are You Japanese?###6.8###107;;;;;;;
329###Jurassic Park###63000000###http://www.jurassicpark.com/###A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.###40.413191###1993-06-11###920100000###127###Released###An adventure 65 million years in the making.###7.6###4856;;;;;;;
330###The Lost World: Jurassic Park###73000000######Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that Hammond has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.###2.502487###1997-05-23###229074524###129###Released###Something has survived.###6.2###2487;;;;;;;
331###Jurassic Park III###93000000######In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.###1.859364###2001-07-18###368780809###92###Released###This time, it's not just a walk in the park!###5.7###2077;;;;;;;
332###Inspector Gadget###75000000######John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named Inspector Gadget by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.###17.561955###1999-07-23###0###78###Released###The greatest hero ever assembled.###4.3###318;;;;;;;
334###Magnolia###37000000###http://www.magnoliamovie.com/###An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.###30.993736###1999-12-08###48451803###188###Released###Things fall down. People look up. And when it rains, it pours.###7.5###825;;;;;;;
335###C'era una volta il West###5000000######This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.###49.333137###1968-12-21###5321508###175###Released###There were three men in her life. One to take her... one to love her... and one to kill her.###8.1###1128;;;;;;;
338###Good bye, Lenin!###4800000###http://www.good-bye-lenin.de/index2.php###An affectionate and refreshing East/West-Germany comedy about a boy who’s mother was in a coma while the Berlin wall fell and when she wakes up he must try to keep her from learning what happen (since she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.###11.086001###2003-02-09###79384880###121###Released###The German Democratic Republic lives on -- in 79 square meters!###7.4###586;;;;;;;
342###Sommersturm###2700000###http://www.sommersturm.de/main.html###Tobi and Achim, the pride of the local crew club, have been the best of friends for years and are convinced that nothing will ever stand in the way of their friendship. They look forward to the upcoming summer camp and the crew competition. Then the gay team from Berlin arrives and Tobi is totally confused. The evening before the races begin, the storm that breaks out is more than meteorlogical...###3.120747###2004-09-02###0###98###Released######6.7###59;;;;;;;
345###Eyes Wide Shut###65000000###http://eyeswideshut.warnerbros.com/###After Dr. Bill Hartford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.###27.870312###1999-07-14###162091208###159###Released###Cruise. Kidman. Kubrick.###7.1###1234;;;;;;;
346###七人の侍###2000000######A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. A giant battle occurs when 40 bandits attack the village.###39.756748###1954-04-26###271841###207###Released###The Mighty Warriors Who Became the Seven National Heroes of a Small Town###8.2###878;;;;;;;
348###Alien###11000000###https://www.facebook.com/alienanthology/###During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.###94.184658###1979-05-25###104931801###117###Released###In space no one can hear you scream.###7.9###4470;;;;;;;
350###The Devil Wears Prada###35000000###http://www.devilwearspradamovie.com/###The Devil Wears Prada is about a young journalist who moves to New York to work in the fashion industry. Her boss however is extremely demanding and cruel and won’t let her succeed if she doesn’t fit into the high class elegant look of their magazine when all she really wants to be a good journalist.###83.893257###2006-06-30###326551094###109###Released###Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.###7.0###3088;;;;;;;
364###Batman Returns###80000000######Having defeated the Joker, Batman now faces the Penguin - a warped and deformed individual who is intent on being accepted into Gotham society. Crooked businessman Max Schreck is coerced into helping him become Mayor of Gotham and they both attempt to expose Batman in a different light. Selina Kyle, Max's secretary, is thrown from the top of a building and is transformed into Catwoman - a mysterious figure who has the same personality disorder as Batman. Batman must attempt to clear his name, all the time deciding just what must be done with the Catwoman.###59.113174###1992-06-19###280000000###126###Released###The Bat, the Cat, the Penguin.###6.6###1673;;;;;;;
377###A Nightmare on Elm Street###1800000######Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world...###38.204158###1984-11-14###25504513###91###Released###If Nancy Doesn't Wake Up Screaming, She Won't Wake Up At All!###7.2###1180;;;;;;;
380###Rain Man###25000000######Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.###49.510658###1988-12-11###412800000###133###Released###A journey through understanding and fellowship.###7.6###1709;;;;;;
387###Das Boot###14000000###http://www.dasboot.com###A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.###26.967494###1981-09-16###85000000###149###Released###When the hunters become the hunted###7.9###613;;;;;;;
388###Inside Man###45000000###http://theinsideman.net###Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations.###45.220386###2006-03-23###184376254###129###Released###It looked like the perfect bank robbery. But you can't judge a crime by its cover.###7.3###1630;;;;;;;
389###12 Angry Men###350000######The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.###59.259204###1957-03-25###1000000###96###Released###Life is in their hands. Death is on their minds.###8.2###2078;;;;;;;
391###Per un pugno di dollari###200000######The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.###38.771062###1964-09-12###14500000###99###Released###In his own way he is perhaps, the most dangerous man who ever lived!###7.6###883;;;;;;;
392###Chocolat###25000000######A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.###28.727731###2000-12-14###152500343###121###Released###...and the world is still indulging!###6.8###951;;;;;;;
393###Kill Bill: Vol. 2###30000000######The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.###50.622607###2004-04-16###152159461###136###Released###The bride is back for the final cut.###7.6###3948;;;;;;;
395###AVP: Alien vs. Predator###70000000###http://www.avp-movie.com/###When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.###42.957216###2004-08-12###171183863###101###Released###Whoever wins... We lose###5.5###1217;;;;;;;
398###Capote###7000000###http://www.sonyclassics.com/capote/###A biopic of the writer, Truman Capote and his assignment for The New Yorker to write the non-fiction book, 'In Cold Blood'.###17.434862###2005-09-30###49084830###114###Released###In Cold Blood###6.8###384;;;;;;;
400###Things to Do in Denver When You're Dead###8000000######A mafia film in Tarantino style with a star-studded cast. Jimmy’s “The Saint” gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as “The Man with the Plan.”###6.932221###1995-12-01###529766###116###Released###Protect. Love. Honor. Avenge.###6.7###85;;;;;;;
401###Garden State###2500000###http://www2.foxsearchlight.com/gardenstate/###Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.###30.583959###2004-07-28###26781723###102###Released######7.1###618;;;;;;;
403###Driving Miss Daisy###7500000######The story of an old Jewish widow named Daisy Werthan and her relationship with her colored chauffeur Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters in a time when those types of relationships where shunned upon. Oscar winning tragic comedy with a star-studded cast and based on a play of the same name by Alfred Uhry.###19.585801###1989-12-13###145793296###99###Released###The funny, touching and totally irresistible story of a working relationship that became a 25-year friendship.###7.0###350;;;;;;;
404###The Straight Story###10000000######The Straight Story chronicles a trip made by 73-year-old Alvin Straight from Laurens, Iowa, to Mt. Zion, Wisconsin, in 1994 while riding a lawn mower. The man undertook his strange journey to mend his relationship with his ill, estranged, 75-year-old brother Lyle.###15.280261###1999-10-15###0###112###Released######7.7###306;;;;;;;
408###Snow White and the Seven Dwarfs###1488423###http://movies.disney.com/snow-white-and-the-seven-dwarfs###A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as the fairest in the land, and Snow White's beauty surpasses her own.###80.171283###1937-12-20###184925486###83###Released###The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year.###6.9###1914;;;;;;;
409###The English Patient###27000000######Beginning in the 1930s, The English Patient tells the story of Count Almásy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Almásy is on his death bed after being horribly burned in a plane crash.###29.381878###1996-11-14###231976425###162###Released###In love, there are no boundaries.###7.0###542;;;;;;;
411###The Chronicles of Narnia: The Lion, the Witch and the Wardrobe###180000000######Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.###67.391328###2005-12-07###748806957###143###Released###Evil Has Reigned For 100 Years...###6.7###2629;;;;;;;
414###Batman Forever###100000000######The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.###48.205606###1995-05-31###336529144###121###Released###Courage now, truth always...###5.2###1498;;;;;;
415###Batman & Robin###125000000######Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo.###50.073575###1997-06-20###238207122###125###Released###Strength. Courage. Honor. And loyalty.###4.2###1418;;;;;;;
421###The Life Aquatic with Steve Zissou###50000000######Wes Anderson’s incisive quirky comedy build up stars complex characters like in ‘The Royal Tenenbaums’ with Bill Murray on in the leading role. An ocean adventure documentary film maker Zissou is put in all imaginable life situations and a tough life crisis as he attempts to make a new film about capturing the creature that caused him pain.###25.237969###2004-12-10###34808403###119###Released###The deeper you go, the weirder life gets.###7.1###775;;;;;;;
423###The Pianist###35000000###http://www.thepianistmovie.com/###The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.###50.587541###2002-09-24###120072577###150###Released###Music was his passion. Survival was his masterpiece.###8.0###1864;;;;;;;
424###Schindler's List###22000000###http://www.schindlerslist.com/###The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.###104.469351###1993-11-29###321365567###195###Released###Whoever saves one life, saves the world entire.###8.3###4329;;;;;;;
425###Ice Age###59000000###http://www.iceagemovies.com/films/ice-age###With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.###99.561972###2002-03-10###383257136###81###Released###They came. They thawed. They conquered.###7.1###3857;;;;;;;
429###Il buono, il brutto, il cattivo###1200000###http://www.mgm.com/#/our-titles/766/The-Good,-the-Bad-and-the-Ugly###While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.###88.377076###1966-12-23###6000000###161###Released###For three men the Civil War wasn't hell. It was practice.###8.1###2311;;;;;;;
431###Cube###250000######Seven strangers are taken out of their daily lives and placed mysteriously in a deadly cube where they all agree they must find their way out.###44.656151###1997-09-09###501818###90###Released###Don't look for a reason... Look for a way out.###6.9###1069;;;;;;;
433###Mary Poppins###6000000######The movie combines a diverting story, songs, color and sequences of live action blended with the movements of animated figures. Mary Poppins is a kind of Super-nanny who flies in with her umbrella in response to the request of the Banks children and proceeds to put things right with the aid of her rather extraordinary magical powers before flying off again.###59.961523###1964-08-27###102272727###139###Released###It's supercalifragilisticexpialidocious!###7.4###1183;;;;;;;
435###The Day After Tomorrow###125000000###http://www.thedayaftertomorrow.com/###After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.###41.380094###2004-05-26###544272402###124###Released###Where will you be?###6.2###2392;;;;;;;
436###María, llena eres de gracia###0###http://www.mariallenaeresdegracia.com/index.html###A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family.###3.027892###2004-01-18###0###101###Released###Based on 10,000 true stories.###6.9###101;;;;;;;
